event_id,event_type,lead_id,email,timestamp,metadata
evt_0080,PAGE_VIEW,lead_1030,barbara.lopez@twitter.com,2026-01-08T20:57:41.020Z,"{""name"":""Barbara Lopez"",""company"":""Twitter"",""source"":""batch_upload_demo"",""url"":""/pricing""}"
evt_0081,FORM_SUBMISSION,lead_1031,linda.davis@salesforce.com,2026-01-13T08:11:44.445Z,"{""name"":""Linda Davis"",""company"":""Salesforce"",""source"":""batch_upload_demo""}"
evt_0082,PAGE_VIEW,lead_1032,barbara.lopez@adobe.com,2026-01-07T19:52:23.102Z,"{""name"":""Barbara Lopez"",""company"":""Adobe"",""source"":""batch_upload_demo"",""url"":""/pricing""}"
evt_0083,EMAIL_OPEN,lead_1033,william.rodriguez@salesforce.com,2026-01-14T06:11:08.223Z,"{""name"":""William Rodriguez"",""company"":""Salesforce"",""source"":""batch_upload_demo""}"
evt_0084,PURCHASE,lead_1034,susan.wilson@microsoft.com,2026-01-09T20:54:02.762Z,"{""name"":""Susan Wilson"",""company"":""Microsoft"",""source"":""batch_upload_demo"",""amount"":789}"
evt_0085,EMAIL_OPEN,lead_1035,michael.miller@salesforce.com,2026-01-11T00:08:26.669Z,"{""name"":""Michael Miller"",""company"":""Salesforce"",""source"":""batch_upload_demo""}"
evt_0086,EMAIL_OPEN,lead_1036,susan.wilson@microsoft.com,2026-01-10T18:55:29.412Z,"{""name"":""Susan Wilson"",""company"":""Microsoft"",""source"":""batch_upload_demo""}"
evt_0087,FORM_SUBMISSION,lead_1037,karen.martin@spotify.com,2026-01-11T21:40:16.419Z,"{""name"":""Karen Martin"",""company"":""Spotify"",""source"":""batch_upload_demo""}"
evt_0088,FORM_SUBMISSION,lead_1038,william.rodriguez@apple.com,2026-01-08T12:20:05.392Z,"{""name"":""William Rodriguez"",""company"":""Apple"",""source"":""batch_upload_demo""}"
evt_0089,FORM_SUBMISSION,lead_1039,patricia.brown@netflix.com,2026-01-14T05:45:35.680Z,"{""name"":""Patricia Brown"",""company"":""Netflix"",""source"":""batch_upload_demo""}"
evt_0090,PAGE_VIEW,lead_1040,john.jones@google.com,2026-01-11T04:35:58.889Z,"{""name"":""John Jones"",""company"":""Google"",""source"":""batch_upload_demo"",""url"":""/docs""}"
evt_0091,DEMO_REQUEST,lead_1041,barbara.lopez@netflix.com,2026-01-13T09:12:03.311Z,"{""name"":""Barbara Lopez"",""company"":""Netflix"",""source"":""batch_upload_demo""}"
evt_0092,DEMO_REQUEST,lead_1042,mary.johnson@nvidia.com,2026-01-13T03:02:32.770Z,"{""name"":""Mary Johnson"",""company"":""NVIDIA"",""source"":""batch_upload_demo""}"
evt_0093,PAGE_VIEW,lead_1043,thomas.taylor@amazon.com,2026-01-09T12:01:48.485Z,"{""name"":""Thomas Taylor"",""company"":""Amazon"",""source"":""batch_upload_demo"",""url"":""/home""}"
evt_0094,PURCHASE,lead_1044,james.smith@google.com,2026-01-09T03:18:02.918Z,"{""name"":""James Smith"",""company"":""Google"",""source"":""batch_upload_demo"",""amount"":1019}"
evt_0095,DEMO_REQUEST,lead_1045,joseph.anderson@oracle.com,2026-01-13T12:08:17.010Z,"{""name"":""Joseph Anderson"",""company"":""Oracle"",""source"":""batch_upload_demo""}"
evt_0096,DEMO_REQUEST,lead_1046,richard.gonzalez@google.com,2026-01-08T09:04:52.201Z,"{""name"":""Richard Gonzalez"",""company"":""Google"",""source"":""batch_upload_demo""}"
evt_0097,DEMO_REQUEST,lead_1047,robert.williams@tesla.com,2026-01-10T21:06:51.787Z,"{""name"":""Robert Williams"",""company"":""Tesla"",""source"":""batch_upload_demo""}"
evt_0098,DEMO_REQUEST,lead_1048,susan.wilson@microsoft.com,2026-01-09T18:31:32.981Z,"{""name"":""Susan Wilson"",""company"":""Microsoft"",""source"":""batch_upload_demo""}"
evt_0099,EMAIL_OPEN,lead_1049,charles.jackson@adobe.com,2026-01-07T11:09:37.550Z,"{""name"":""Charles Jackson"",""company"":""Adobe"",""source"":""batch_upload_demo""}"
evt_0100,PAGE_VIEW,lead_1000,linda.davis@meta.com,2026-01-07T17:25:11.119Z,"{""name"":""Linda Davis"",""company"":""Meta"",""source"":""batch_upload_demo"",""url"":""/pricing""}"
evt_0101,PURCHASE,lead_1001,elizabeth.martinez@spotify.com,2026-01-10T13:30:11.827Z,"{""name"":""Elizabeth Martinez"",""company"":""Spotify"",""source"":""batch_upload_demo"",""amount"":406}"
evt_0102,EMAIL_OPEN,lead_1002,charles.jackson@adobe.com,2026-01-12T15:28:53.901Z,"{""name"":""Charles Jackson"",""company"":""Adobe"",""source"":""batch_upload_demo""}"
evt_0103,EMAIL_OPEN,lead_1003,elizabeth.martinez@netflix.com,2026-01-08T17:49:52.396Z,"{""name"":""Elizabeth Martinez"",""company"":""Netflix"",""source"":""batch_upload_demo""}"
evt_0104,EMAIL_OPEN,lead_1004,patricia.brown@tesla.com,2026-01-12T11:59:46.176Z,"{""name"":""Patricia Brown"",""company"":""Tesla"",""source"":""batch_upload_demo""}"
evt_0105,FORM_SUBMISSION,lead_1005,charles.jackson@meta.com,2026-01-08T23:27:44.816Z,"{""name"":""Charles Jackson"",""company"":""Meta"",""source"":""batch_upload_demo""}"
evt_0106,PAGE_VIEW,lead_1006,barbara.lopez@spotify.com,2026-01-07T16:08:57.535Z,"{""name"":""Barbara Lopez"",""company"":""Spotify"",""source"":""batch_upload_demo"",""url"":""/features""}"
evt_0107,FORM_SUBMISSION,lead_1007,richard.gonzalez@amazon.com,2026-01-13T12:28:18.492Z,"{""name"":""Richard Gonzalez"",""company"":""Amazon"",""source"":""batch_upload_demo""}"
evt_0108,PAGE_VIEW,lead_1008,jennifer.garcia@microsoft.com,2026-01-07T16:37:49.187Z,"{""name"":""Jennifer Garcia"",""company"":""Microsoft"",""source"":""batch_upload_demo"",""url"":""/pricing""}"
evt_0109,PURCHASE,lead_1009,susan.wilson@apple.com,2026-01-08T22:47:04.089Z,"{""name"":""Susan Wilson"",""company"":""Apple"",""source"":""batch_upload_demo"",""amount"":296}"
evt_0110,PURCHASE,lead_1010,jessica.thomas@meta.com,2026-01-12T22:36:22.666Z,"{""name"":""Jessica Thomas"",""company"":""Meta"",""source"":""batch_upload_demo"",""amount"":331}"
evt_0111,PURCHASE,lead_1011,karen.martin@tesla.com,2026-01-08T18:50:49.674Z,"{""name"":""Karen Martin"",""company"":""Tesla"",""source"":""batch_upload_demo"",""amount"":588}"
evt_0112,FORM_SUBMISSION,lead_1012,elizabeth.martinez@uber.com,2026-01-13T18:42:49.709Z,"{""name"":""Elizabeth Martinez"",""company"":""Uber"",""source"":""batch_upload_demo""}"
evt_0113,DEMO_REQUEST,lead_1013,mary.johnson@twitter.com,2026-01-09T00:53:04.143Z,"{""name"":""Mary Johnson"",""company"":""Twitter"",""source"":""batch_upload_demo""}"
evt_0114,PURCHASE,lead_1014,thomas.taylor@google.com,2026-01-09T05:48:23.958Z,"{""name"":""Thomas Taylor"",""company"":""Google"",""source"":""batch_upload_demo"",""amount"":693}"
evt_0115,EMAIL_OPEN,lead_1015,sarah.moore@apple.com,2026-01-13T21:33:14.807Z,"{""name"":""Sarah Moore"",""company"":""Apple"",""source"":""batch_upload_demo""}"
evt_0116,EMAIL_OPEN,lead_1016,karen.martin@netflix.com,2026-01-13T02:14:16.297Z,"{""name"":""Karen Martin"",""company"":""Netflix"",""source"":""batch_upload_demo""}"
evt_0117,PAGE_VIEW,lead_1017,robert.williams@microsoft.com,2026-01-13T01:17:11.115Z,"{""name"":""Robert Williams"",""company"":""Microsoft"",""source"":""batch_upload_demo"",""url"":""/docs""}"
evt_0118,PAGE_VIEW,lead_1018,john.jones@uber.com,2026-01-08T00:26:25.409Z,"{""name"":""John Jones"",""company"":""Uber"",""source"":""batch_upload_demo"",""url"":""/pricing""}"
evt_0119,FORM_SUBMISSION,lead_1019,william.rodriguez@intel.com,2026-01-10T14:03:53.798Z,"{""name"":""William Rodriguez"",""company"":""Intel"",""source"":""batch_upload_demo""}"
evt_0120,EMAIL_OPEN,lead_1020,jessica.thomas@apple.com,2026-01-10T02:49:51.698Z,"{""name"":""Jessica Thomas"",""company"":""Apple"",""source"":""batch_upload_demo""}"
evt_0121,DEMO_REQUEST,lead_1021,david.hernandez@uber.com,2026-01-13T12:53:34.432Z,"{""name"":""David Hernandez"",""company"":""Uber"",""source"":""batch_upload_demo""}"
evt_0122,EMAIL_OPEN,lead_1022,john.jones@uber.com,2026-01-12T09:50:27.626Z,"{""name"":""John Jones"",""company"":""Uber"",""source"":""batch_upload_demo""}"
evt_0123,DEMO_REQUEST,lead_1023,thomas.taylor@intel.com,2026-01-13T04:04:27.838Z,"{""name"":""Thomas Taylor"",""company"":""Intel"",""source"":""batch_upload_demo""}"
evt_0124,FORM_SUBMISSION,lead_1024,joseph.anderson@apple.com,2026-01-11T23:00:22.918Z,"{""name"":""Joseph Anderson"",""company"":""Apple"",""source"":""batch_upload_demo""}"
evt_0125,PAGE_VIEW,lead_1025,richard.gonzalez@google.com,2026-01-12T02:38:50.791Z,"{""name"":""Richard Gonzalez"",""company"":""Google"",""source"":""batch_upload_demo"",""url"":""/docs""}"
evt_0126,FORM_SUBMISSION,lead_1026,michael.miller@meta.com,2026-01-13T05:57:04.415Z,"{""name"":""Michael Miller"",""company"":""Meta"",""source"":""batch_upload_demo""}"
evt_0127,DEMO_REQUEST,lead_1027,michael.miller@microsoft.com,2026-01-11T11:06:55.563Z,"{""name"":""Michael Miller"",""company"":""Microsoft"",""source"":""batch_upload_demo""}"
evt_0128,DEMO_REQUEST,lead_1028,john.jones@meta.com,2026-01-09T10:44:31.052Z,"{""name"":""John Jones"",""company"":""Meta"",""source"":""batch_upload_demo""}"
evt_0129,PAGE_VIEW,lead_1029,john.jones@amazon.com,2026-01-07T20:06:43.006Z,"{""name"":""John Jones"",""company"":""Amazon"",""source"":""batch_upload_demo"",""url"":""/home""}"
evt_0130,DEMO_REQUEST,lead_1030,john.jones@adobe.com,2026-01-09T17:36:07.032Z,"{""name"":""John Jones"",""company"":""Adobe"",""source"":""batch_upload_demo""}"
evt_0131,PURCHASE,lead_1031,richard.gonzalez@nvidia.com,2026-01-08T19:30:53.683Z,"{""name"":""Richard Gonzalez"",""company"":""NVIDIA"",""source"":""batch_upload_demo"",""amount"":645}"
evt_0132,PAGE_VIEW,lead_1032,susan.wilson@oracle.com,2026-01-14T05:25:18.428Z,"{""name"":""Susan Wilson"",""company"":""Oracle"",""source"":""batch_upload_demo"",""url"":""/pricing""}"
evt_0133,EMAIL_OPEN,lead_1033,jessica.thomas@salesforce.com,2026-01-13T06:11:39.088Z,"{""name"":""Jessica Thomas"",""company"":""Salesforce"",""source"":""batch_upload_demo""}"
evt_0134,PURCHASE,lead_1034,thomas.taylor@netflix.com,2026-01-14T05:29:58.331Z,"{""name"":""Thomas Taylor"",""company"":""Netflix"",""source"":""batch_upload_demo"",""amount"":901}"
evt_0135,FORM_SUBMISSION,lead_1035,barbara.lopez@apple.com,2026-01-07T12:40:43.013Z,"{""name"":""Barbara Lopez"",""company"":""Apple"",""source"":""batch_upload_demo""}"
evt_0136,PURCHASE,lead_1036,jennifer.garcia@oracle.com,2026-01-13T12:15:16.837Z,"{""name"":""Jennifer Garcia"",""company"":""Oracle"",""source"":""batch_upload_demo"",""amount"":1013}"
evt_0137,DEMO_REQUEST,lead_1037,joseph.anderson@spotify.com,2026-01-10T15:36:11.444Z,"{""name"":""Joseph Anderson"",""company"":""Spotify"",""source"":""batch_upload_demo""}"
evt_0138,EMAIL_OPEN,lead_1038,sarah.moore@twitter.com,2026-01-13T09:59:06.282Z,"{""name"":""Sarah Moore"",""company"":""Twitter"",""source"":""batch_upload_demo""}"
evt_0139,EMAIL_OPEN,lead_1039,jennifer.garcia@apple.com,2026-01-10T05:18:53.805Z,"{""name"":""Jennifer Garcia"",""company"":""Apple"",""source"":""batch_upload_demo""}"
evt_0140,PURCHASE,lead_1040,karen.martin@apple.com,2026-01-14T03:08:52.505Z,"{""name"":""Karen Martin"",""company"":""Apple"",""source"":""batch_upload_demo"",""amount"":702}"
